All Transactions Activity Types

Account Activity for Joint JTWROS -2060 from 2024

Total:,4.547473508864641e-13

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/17/24,12/17/24,,Dividend,1.573000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24,PRDSX,--,1.573,45.69,-71.87,0,--,--
12/17/24,12/17/24,,Dividend,50.705000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24,PRDSX,--,50.705,45.69,-2316.71,0,--,--
12/17/24,12/17/24,,Dividend,4.946000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24,PRDSX,--,4.946,45.69,-225.97,0,--,--
12/17/24,12/17/24,,LT Cap Gain Distribution,T ROWE INT US SMCP GRW EQ INV L/T CAPITAL GAIN RECORD 12/17/24 PAY 12/17/24,PRDSX,--,0,0,2316.71,0,--,--
12/17/24,12/17/24,,ST Cap Gain Distribution,T ROWE INT US SMCP GRW EQ INV S/T CAPITAL GAIN RECORD 12/17/24 PAY 12/17/24,PRDSX,--,0,0,225.97,0,--,--
12/17/24,12/17/24,,Dividend,T ROWE INT US SMCP GRW EQ INV RECORD 12/17/24 PAY 12/17/24 DIVIDEND 0.00000000,PRDSX,--,0,0,71.87,0,--,--
12/16/24,12/16/24,,Dividend,5.510000 SCHWAB 1000 INDEX REINVEST PRICE $ 129.8 As of 12/13/24,SNXFX,--,5.51,129.8,-715.24,0,--,--
12/16/24,12/16/24,,Dividend,SCHWAB 1000 INDEX RECORD 12/16/24 PAY 12/16/24 DIVIDEND 0.00000000,SNXFX,--,0,0,715.24,0,--,--
12/05/24,12/05/24,,Dividend,227.838000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.65 As of 12/04/24,PTOAX,--,227.838,12.65,-2882.15,0,--,--
12/05/24,12/05/24,,LT Cap Gain Distribution,PIMCO STOCKPLUS ABSOLUTE RET A L/T CAPITAL GAIN RECORD 12/05/24 PAY 12/05/24,PTOAX,--,0,0,2882.15,0,--,--
09/30/24,09/30/24,,Dividend,0.339000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 529.42 As of 09/27/24,VFIAX,--,0.339,529.42,-179.21,0,--,--
09/30/24,09/30/24,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 09/30/24 PAY 09/30/24 DIVIDEND 0.00000000,VFIAX,--,0,0,179.21,0,--,--
09/13/24,09/13/24,,Dividend,66.034000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.19 As of 09/12/24,PTOAX,--,66.034,12.19,-804.95,0,--,--
09/13/24,09/13/24,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 09/13/24 PAY 09/13/24 DIVIDEND 0.00000000,PTOAX,--,0,0,804.95,0,--,--
07/01/24,07/01/24,,Dividend,0.386000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 503.76 As of 06/28/24,VFIAX,--,0.386,503.76,-194.46,0,--,--
07/01/24,07/01/24,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 07/01/24 PAY 07/01/24 DIVIDEND 0.00000000,VFIAX,--,0,0,194.46,0,--,--
06/14/24,06/14/24,,Dividend,60.477000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 11.96 As of 06/13/24,PTOAX,--,60.477,11.96,-723.3,0,--,--
06/14/24,06/14/24,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 06/14/24 PAY 06/14/24 DIVIDEND 0.00000000,PTOAX,--,0,0,723.3,0,--,--
03/28/24,03/28/24,,Dividend,0.087000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24,VGHCX,--,0.087,214.06,-18.59,0,--,--
03/28/24,03/28/24,,Dividend,3.599000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24,VGHCX,--,3.599,214.06,-770.36,0,--,--
03/28/24,03/28/24,,Dividend,0.809000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24,VGHCX,--,0.809,214.06,-173.2,0,--,--
03/28/24,03/28/24,,Dividend,VANGUARD HEALTH CARE INV S/T CAPITAL GAIN RECORD 03/29/24 PAY 03/29/24,VGHCX,--,0,0,173.2,0,--,--
03/28/24,03/28/24,,Dividend,VANGUARD HEALTH CARE INV RECORD 03/29/24 PAY 03/29/24 DIVIDEND 0.00000000,VGHCX,--,0,0,18.59,0,--,--
03/28/24,03/28/24,,Dividend,VANGUARD HEALTH CARE INV L/T CAPITAL GAIN RECORD 03/29/24 PAY 03/29/24,VGHCX,--,0,0,770.36,0,--,--
03/25/24,03/25/24,,Dividend,0.347000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 482.9 As of 03/22/24,VFIAX,--,0.347,482.9,-167.64,0,--,--
03/25/24,03/25/24,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 03/25/24 PAY 03/25/24 DIVIDEND 0.00000000,VFIAX,--,0,0,167.64,0,--,--
03/15/24,03/15/24,,Dividend,52.838000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 11.45 As of 03/14/24,PTOAX,--,52.838,11.45,-605,0,--,--
03/15/24,03/15/24,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 03/15/24 PAY 03/15/24 DIVIDEND 0.00000000,PTOAX,--,0,0,605,0,--,--
