All Transactions Activity Types

Account Activity for Joint JTWROS -2060 from 2022

Total:,2.2737367544323206e-13

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
09/09/22,09/09/22,,Dividend,PIMCO STOCKSPLUS?? ABSOLUTE RETPIMCO                         RECORD 09/07/22 PAY 09/08/22  DIVIDEND RATE      0.01436000,PTOAX,--,0,0,56.89,0,--,--
06/29/22,06/29/22,,Dividend,VANGUARD 500 INDEX ADMIRAL    VANGUARD                      REINVEST PRICE $352.61,VFIAX,--,0.429,0,-151.22,0,--,--
06/29/22,06/29/22,,Dividend,VANGUARD 500 INDEX ADMIRAL    VANGUARD                      RECORD 06/27/22 PAY 06/29/22  DIVIDEND RATE      1.43290000,VFIAX,--,0,0,151.22,0,--,--
06/10/22,06/10/22,,Dividend,PIMCO STOCKSPLUS?? ABSOLUTE RETPIMCO                         REINVEST PRICE $  9.45,PTOAX,--,6.081,0,-57.47,0,--,--
06/10/22,06/10/22,,Dividend,PIMCO STOCKSPLUS?? ABSOLUTE RETPIMCO                         RECORD 06/08/22 PAY 06/09/22  DIVIDEND RATE      0.01453000,PTOAX,--,0,0,57.47,0,--,--
03/29/22,03/29/22,,Dividend,VANGUARD HEALTH CARE INV      VANGUARD                      REINVEST PRICE $212.41,VGHCX,--,4.927,0,-1046.55,0,--,--
03/29/22,03/29/22,,Dividend,VANGUARD HEALTH CARE INV      VANGUARD                      REINVEST PRICE $212.41,VGHCX,--,0.08,0,-17.05,0,--,--
03/29/22,03/29/22,,Dividend,VANGUARD HEALTH CARE INV      VANGUARD                      RECORD 03/25/22 PAY 03/29/22  DIVIDEND RATE      0.12370000,VGHCX,--,0,0,17.05,0,--,--
03/29/22,03/29/22,,Dividend,VANGUARD HEALTH CARE INV      VANGUARD                      L/T CAPITAL GAIN              RECORD 03/25/22 PAY 03/29/22,VGHCX,--,0,0,1046.55,0,--,--
03/24/22,03/24/22,,Dividend,VANGUARD 500 INDEX ADMIRAL    VANGUARD                      REINVEST PRICE $411.20,VFIAX,--,0.351,0,-144.31,0,--,--
03/24/22,03/24/22,,Dividend,VANGUARD 500 INDEX ADMIRAL    VANGUARD                      RECORD 03/22/22 PAY 03/24/22  DIVIDEND RATE      1.37200000,VFIAX,--,0,0,144.31,0,--,--
03/11/22,03/11/22,,Dividend,PIMCO STOCKSPLUS?? ABSOLUTE RETPIMCO                         REINVEST PRICE $ 10.14,PTOAX,--,42.288,0,-428.8,0,--,--
03/11/22,03/11/22,,Dividend,PIMCO STOCKSPLUS?? ABSOLUTE RETPIMCO                         RECORD 03/09/22 PAY 03/10/22  DIVIDEND RATE      0.10958000,PTOAX,--,0,0,428.8,0,--,--
