All Transactions Activity Types

Account Activity for Joint JTWROS -2060 from 2023

Total:,0.0

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/18/23,12/18/23,,Dividend,18.496000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 40.07 As of 12/15/23,PRDSX,--,18.496,40.07,-741.13,0,--,--
12/18/23,12/18/23,,Dividend,T ROWE INT US SMCP GRW EQ INV L/T CAPITAL GAIN RECORD 12/18/23 PAY 12/18/23,PRDSX,--,0,0,741.13,0,--,--
12/14/23,12/14/23,,Dividend,13.374000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 25.22 As of 12/13/23,SWHFX,--,13.374,25.22,-337.28,0,--,--
12/14/23,12/14/23,,Dividend,41.398000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 25.22 As of 12/13/23,SWHFX,--,41.398,25.22,-1044.05,0,--,--
12/14/23,12/14/23,,Dividend,SCHWAB HEALTH CARE FD RECORD 12/14/23 PAY 12/14/23 DIVIDEND 0.00000000,SWHFX,--,0,0,337.28,0,--,--
12/14/23,12/14/23,,Dividend,SCHWAB HEALTH CARE FD L/T CAPITAL GAIN RECORD 12/14/23 PAY 12/14/23,SWHFX,--,0,0,1044.05,0,--,--
12/11/23,12/11/23,,Dividend,6.660000 SCHWAB 1000 INDEX REINVEST PRICE $ 98.49 As of 12/08/23,SNXFX,--,6.66,98.49,-655.95,0,--,--
12/11/23,12/11/23,,Dividend,SCHWAB 1000 INDEX RECORD 12/11/23 PAY 12/11/23 DIVIDEND 0.00000000,SNXFX,--,0,0,655.95,0,--,--
09/28/23,09/28/23,,Dividend,0.408000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 394.28 As of 09/27/23,VFIAX,--,0.408,394.28,-161.01,0,--,--
09/28/23,09/28/23,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 09/28/23 PAY 09/28/23 DIVIDEND 0.00000000,VFIAX,--,0,0,161.01,0,--,--
09/08/23,09/08/23,,Dividend,39.966000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 10.02 As of 09/07/23,PTOAX,--,39.966,10.02,-400.46,0,--,--
09/08/23,09/08/23,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 09/08/23 PAY 09/08/23 DIVIDEND 0.00000000,PTOAX,--,0,0,400.46,0,--,--
06/29/23,06/29/23,,Dividend,Vanguard 500 Index Admiral    VANGUARD                      REINVEST PRICE $403.72,VFIAX,--,0.42,0,-169.44,0,--,--
06/29/23,06/29/23,,Dividend,Vanguard 500 Index Admiral    VANGUARD                      RECORD 06/27/23 PAY 06/29/23  DIVIDEND RATE      1.57810000,VFIAX,--,0,0,169.44,0,--,--
06/09/23,06/09/23,,Dividend,PIMCO StocksPLUS?? Absolute RetPIMCO                         REINVEST PRICE $  9.73,PTOAX,--,3.068,0,-29.85,0,--,--
06/09/23,06/09/23,,Dividend,PIMCO StocksPLUS?? Absolute RetPIMCO                         RECORD 06/07/23 PAY 06/08/23  DIVIDEND RATE      0.00732000,PTOAX,--,0,0,29.85,0,--,--
03/29/23,03/29/23,,Dividend,Vanguard Health Care Inv      VANGUARD                      REINVEST PRICE $201.32,VGHCX,--,4.808,0,-968.02,0,--,--
03/29/23,03/29/23,,Dividend,Vanguard Health Care Inv      VANGUARD                      REINVEST PRICE $201.32,VGHCX,--,0.056,0,-11.3,0,--,--
03/29/23,03/29/23,,Dividend,Vanguard Health Care Inv      VANGUARD                      RECORD 03/27/23 PAY 03/29/23  DIVIDEND RATE      0.07770000,VGHCX,--,0,0,11.3,0,--,--
03/29/23,03/29/23,,Dividend,Vanguard Health Care Inv      VANGUARD                      L/T CAPITAL GAIN              RECORD 03/27/23 PAY 03/29/23,VGHCX,--,0,0,968.02,0,--,--
03/24/23,03/24/23,,Dividend,Vanguard 500 Index Admiral    VANGUARD                      REINVEST PRICE $364.18,VFIAX,--,0.437,0,-159.25,0,--,--
03/24/23,03/24/23,,Dividend,Vanguard 500 Index Admiral    VANGUARD                      RECORD 03/22/23 PAY 03/24/23  DIVIDEND RATE      1.48920000,VFIAX,--,0,0,159.25,0,--,--
